"                                                                                                                                                        Address: An Der Ochsenwiese  3
                                                                                                                                                            55124 Mainz, GERMANY
                                                                                                                                                            Email: sales@gemahvoip.de
                                                                                                                                                            Website: www.gemahvoip.de
                                                                                                                                                            Telephone: +49 6131 488 3951",,,"STANDARD PRICELIST                                                               All prices mentioned in this pricelist are exclusive of VAT. All destinations billing increment 1/1.                 Haiti, Kiribati, Mexico, Nauru, Niue, Papua New Guinea, Samoa, Suriname, Tonga, Vanuatu - 60/60                                                                 Gambia - 60/1                                                                Effective from 21 March 2017",,
Albania Fixed OLO,35548915,0.1150,1,1,00
Albania Fixed OLO,35548910,0.1150,1,1,00
Albania Fixed OLO,35548880,0.1150,1,1,00
Albania Fixed OLO,35548865,0.1150,1,1,00
Albania Fixed OLO,35558859,0.1150,1,1,00
Albania Fixed OLO,35548830,0.1150,1,1,00
Albania Fixed OLO,35551354,0.1150,1,1,00
Albania Fixed OLO,35551441,0.1150,1,1,00
Albania Fixed OLO,35551480,0.1150,1,1,00
Albania Fixed OLO,3555242,0.1150,1,1,00
Albania Fixed OLO,35556330,0.1150,1,1,00
Albania Fixed OLO,35556282,0.1150,1,1,00
Albania Fixed OLO,35556242,0.1150,1,1,00
Albania Fixed OLO,35556170,0.1150,1,1,00
Albania Fixed OLO,35555904,0.1150,1,1,00
Albania Fixed OLO,35555903,0.1150,1,1,00
Albania Fixed OLO,35555902,0.1150,1,1,00
Albania Fixed OLO,35555901,0.1150,1,1,00
Albania Fixed OLO,35555900,0.1150,1,1,00
Albania Fixed OLO,35555800,0.1150,1,1,00
Albania Fixed OLO,35555504,0.1150,1,1,00
Albania Fixed OLO,35555503,0.1150,1,1,00
Albania Fixed OLO,35555502,0.1150,1,1,00
Albania Fixed OLO,35555501,0.1150,1,1,00
Albania Fixed OLO,35556360,0.1150,1,1,00
Albania Fixed OLO,35555500,0.1150,1,1,00
Albania Fixed OLO,3555451,0.1150,1,1,00
Albania Fixed OLO,3555441,0.1150,1,1,00
Albania Fixed OLO,35554400,0.1150,1,1,00
Albania Fixed OLO,35553604,0.1150,1,1,00
Albania Fixed OLO,35553603,0.1150,1,1,00
Albania Fixed OLO,35553602,0.1150,1,1,00
Albania Fixed OLO,35553601,0.1150,1,1,00
Albania Fixed OLO,35553600,0.1150,1,1,00
Albania Fixed OLO,35553500,0.1150,1,1,00
Albania Fixed OLO,3555290,0.1150,1,1,00
Albania Fixed OLO,35552801,0.1150,1,1,00
Albania Fixed OLO,35552800,0.1150,1,1,00
Albania Fixed OLO,3555250,0.1150,1,1,00
Albania Fixed OLO,35552430,0.1150,1,1,00
Albania Fixed OLO,35554810,0.1150,1,1,00
Albania Fixed OLO,35558889,0.1150,1,1,00
Albania Fixed OLO,35588329,0.1150,1,1,00
Albania Fixed OLO,35558942,0.1150,1,1,00
Albania Fixed OLO,35588270,0.1150,1,1,00
Albania Fixed OLO,35588269,0.1150,1,1,00
Albania Fixed OLO,35588229,0.1150,1,1,00
Albania Fixed OLO,35588220,0.1150,1,1,00
Albania Fixed OLO,35588199,0.1150,1,1,00
Albania Fixed OLO,35588190,0.1150,1,1,00
Albania Fixed OLO,35588162,0.1150,1,1,00
Albania Fixed OLO,35588160,0.1150,1,1,00
Albania Fixed OLO,35587562,0.1150,1,1,00
Albania Fixed OLO,35587560,0.1150,1,1,00
Albania Fixed OLO,35587480,0.1150,1,1,00
Albania Fixed OLO,35587470,0.1150,1,1,00
Albania Fixed OLO,35587462,0.1150,1,1,00
Albania Fixed OLO,35587424,0.1150,1,1,00
Albania Fixed OLO,35587423,0.1150,1,1,00
Albania Fixed OLO,35587420,0.1150,1,1,00
Albania Fixed OLO,35587384,0.1150,1,1,00
Albania Fixed OLO,35587380,0.1150,1,1,00
Albania Fixed OLO,35587344,0.1150,1,1,00
Albania Fixed OLO,35587320,0.1150,1,1,00
Albania Fixed OLO,35587142,0.1150,1,1,00
Albania Fixed OLO,35586930,0.1150,1,1,00
Albania Fixed OLO,35586880,0.1150,1,1,00
Albania Fixed OLO,35586820,0.1150,1,1,00
Albania Fixed OLO,35586793,0.1150,1,1,00
Albania Fixed OLO,35586730,0.1150,1,1,00
Albania Fixed OLO,35586682,0.1150,1,1,00
Albania Fixed OLO,35586670,0.1150,1,1,00
Albania Fixed OLO,35586642,0.1150,1,1,00
Albania Fixed OLO,35588279,0.1150,1,1,00
Albania Fixed OLO,35588293,0.1150,1,1,00
Albania Fixed OLO,35588299,0.1150,1,1,00
Albania Fixed OLO,35588323,0.1150,1,1,00
Albania Fixed OLO,35548821,0.1150,1,1,00
Albania Fixed OLO,35589560,0.1150,1,1,00
Albania Fixed OLO,35589550,0.1150,1,1,00
Albania Fixed OLO,35589530,0.1150,1,1,00
Albania Fixed OLO,35589520,0.1150,1,1,00
Albania Fixed OLO,35589430,0.1150,1,1,00
Albania Fixed OLO,35589420,0.1150,1,1,00
Albania Fixed OLO,35589342,0.1150,1,1,00
Albania Fixed OLO,35589340,0.1150,1,1,00
Albania Fixed OLO,35589231,0.1150,1,1,00
Albania Fixed OLO,35589230,0.1150,1,1,00
Albania Fixed OLO,35589220,0.1150,1,1,00
Albania Fixed OLO,35589190,0.1150,1,1,00
Albania Fixed OLO,35589180,0.1150,1,1,00
Albania Fixed OLO,35586630,0.1150,1,1,00
Albania Fixed OLO,35589170,0.1150,1,1,00
Albania Fixed OLO,35589146,0.1150,1,1,00
Albania Fixed OLO,35589144,0.1150,1,1,00
Albania Fixed OLO,35588562,0.1150,1,1,00
Albania Fixed OLO,35588560,0.1150,1,1,00
Albania Fixed OLO,35588490,0.1150,1,1,00
Albania Fixed OLO,35588473,0.1150,1,1,00
Albania Fixed OLO,35588432,0.1150,1,1,00
Albania Fixed OLO,35588431,0.1150,1,1,00
Albania Fixed OLO,35588430,0.1150,1,1,00
Albania Fixed OLO,35588423,0.1150,1,1,00
Albania Fixed OLO,35588399,0.1150,1,1,00
Albania Fixed OLO,35588379,0.1150,1,1,00
Albania Fixed OLO,35588369,0.1150,1,1,00
Albania Fixed OLO,35588360,0.1150,1,1,00
Albania Fixed OLO,35589160,0.1150,1,1,00
Albania Fixed OLO,35558921,0.1150,1,1,00
Albania Fixed OLO,35586620,0.1150,1,1,00
Albania Fixed OLO,35586560,0.1150,1,1,00
Albania Fixed OLO,35582801,0.1150,1,1,00
Albania Fixed OLO,35582800,0.1150,1,1,00
Albania Fixed OLO,35582520,0.1150,1,1,00
Albania Fixed OLO,3558250,0.1150,1,1,00
Albania Fixed OLO,35582400,0.1150,1,1,00
Albania Fixed OLO,35581572,0.1150,1,1,00
Albania Fixed OLO,35581570,0.1150,1,1,00
Albania Fixed OLO,35581550,0.1150,1,1,00
Albania Fixed OLO,35581472,0.1150,1,1,00
Albania Fixed OLO,35581470,0.1150,1,1,00
Albania Fixed OLO,35581441,0.1150,1,1,00
Albania Fixed OLO,35581372,0.1150,1,1,00
Albania Fixed OLO,35581370,0.1150,1,1,00
Albania Fixed OLO,35581270,0.1150,1,1,00
Albania Fixed OLO,35581154,0.1150,1,1,00
Albania Fixed OLO,35581152,0.1150,1,1,00
Albania Fixed OLO,35559799,0.1150,1,1,00
Albania Fixed OLO,35559769,0.1150,1,1,00
Albania Fixed OLO,35559759,0.1150,1,1,00
Albania Fixed OLO,35559729,0.1150,1,1,00
Albania Fixed OLO,35559699,0.1150,1,1,00
Albania Fixed OLO,35559689,0.1150,1,1,00
Albania Fixed OLO,35559679,0.1150,1,1,00
Albania Fixed OLO,35559669,0.1150,1,1,00
Albania Fixed OLO,35559629,0.1150,1,1,00
Albania Fixed OLO,35559144,0.1150,1,1,00
Albania Fixed OLO,35559142,0.1150,1,1,00
Albania Fixed OLO,35558981,0.1150,1,1,00
Albania Fixed OLO,35558943,0.1150,1,1,00
Albania Fixed OLO,35582802,0.1150,1,1,00
Albania Fixed OLO,35582803,0.1150,1,1,00
Albania Fixed OLO,35582804,0.1150,1,1,00
Albania Fixed OLO,35582805,0.1150,1,1,00
Albania Fixed OLO,35586552,0.1150,1,1,00
Albania Fixed OLO,35586550,0.1150,1,1,00
Albania Fixed OLO,35586529,0.1150,1,1,00
Albania Fixed OLO,35586450,0.1150,1,1,00
Albania Fixed OLO,35586420,0.1150,1,1,00
Albania Fixed OLO,35586380,0.1150,1,1,00
Albania Fixed OLO,35586340,0.1150,1,1,00
Albania Fixed OLO,35586330,0.1150,1,1,00
Albania Fixed OLO,35586321,0.1150,1,1,00
Albania Fixed OLO,35586320,0.1150,1,1,00
Albania Fixed OLO,35586230,0.1150,1,1,00
Albania Fixed OLO,35586220,0.1150,1,1,00
Albania Fixed OLO,35586144,0.1150,1,1,00
Albania Fixed OLO,35586142,0.1150,1,1,00
Albania Fixed OLO,35586589,0.1150,1,1,00
Albania Fixed OLO,35585820,0.1150,1,1,00
Albania Fixed OLO,35585410,0.1150,1,1,00
Albania Fixed OLO,35584820,0.1150,1,1,00
Albania Fixed OLO,35584800,0.1150,1,1,00
Albania Fixed OLO,35584410,0.1150,1,1,00
Albania Fixed OLO,35583621,0.1150,1,1,00
Albania Fixed OLO,35583620,0.1150,1,1,00
Albania Fixed OLO,35583605,0.1150,1,1,00
Albania Fixed OLO,35583604,0.1150,1,1,00
Albania Fixed OLO,35583603,0.1150,1,1,00
Albania Fixed OLO,35583602,0.1150,1,1,00
Albania Fixed OLO,35583601,0.1150,1,1,00
Albania Fixed OLO,35583600,0.1150,1,1,00
Albania Fixed OLO,35583520,0.1150,1,1,00
Albania Fixed OLO,35582806,0.1150,1,1,00
Albania Fixed OLO,35585800,0.1150,1,1,00
Albania Fixed OLO,35548810,0.1150,1,1,00
Albania Fixed OLO,3554430,0.1150,1,1,00
Albania Fixed OLO,35548730,0.1150,1,1,00
Albania Fixed OLO,35534601,0.1150,1,1,00
Albania Fixed OLO,35534600,0.1150,1,1,00
Albania Fixed OLO,35534521,0.1150,1,1,00
Albania Fixed OLO,35534520,0.1150,1,1,00
Albania Fixed OLO,35534510,0.1150,1,1,00
Albania Fixed OLO,3553450,0.1150,1,1,00
Albania Fixed OLO,35534430,0.1150,1,1,00
Albania Fixed OLO,35534410,0.1150,1,1,00
Albania Fixed OLO,35533800,0.1150,1,1,00
Albania Fixed OLO,355337,0.1150,1,1,00
Albania Fixed OLO,3553360,0.1150,1,1,00
Albania Fixed OLO,355334,0.1150,1,1,00
Albania Fixed OLO,35532610,0.1150,1,1,00
Albania Fixed OLO,35532601,0.1150,1,1,00
Albania Fixed OLO,35532600,0.1150,1,1,00
Albania Fixed OLO,35532505,0.1150,1,1,00
Albania Fixed OLO,35532504,0.1150,1,1,00
Albania Fixed OLO,35532503,0.1150,1,1,00
Albania Fixed OLO,35532502,0.1150,1,1,00
Albania Fixed OLO,35532501,0.1150,1,1,00
Albania Fixed OLO,35532500,0.1150,1,1,00
Albania Fixed OLO,35532412,0.1150,1,1,00
Albania Fixed OLO,35532411,0.1150,1,1,00
Albania Fixed OLO,35532410,0.1150,1,1,00
Albania Fixed OLO,35531360,0.1150,1,1,00
Albania Fixed OLO,35531260,0.1150,1,1,00
Albania Fixed OLO,35531174,0.1150,1,1,00
Albania Fixed OLO,35531172,0.1150,1,1,00
Albania Fixed OLO,35531170,0.1150,1,1,00
Albania Fixed OLO,35534602,0.1150,1,1,00
Albania Fixed OLO,35534603,0.1150,1,1,00
Albania Fixed OLO,35534604,0.1150,1,1,00
Albania Fixed OLO,35534605,0.1150,1,1,00
Albania Fixed OLO,35536862,0.1150,1,1,00
Albania Fixed OLO,35536860,0.1150,1,1,00
Albania Fixed OLO,35536789,0.1150,1,1,00
Albania Fixed OLO,35536749,0.1150,1,1,00
Albania Fixed OLO,35536662,0.1150,1,1,00
Albania Fixed OLO,35536660,0.1150,1,1,00
Albania Fixed OLO,35536649,0.1150,1,1,00
Albania Fixed OLO,35536373,0.1150,1,1,00
Albania Fixed OLO,35536323,0.1150,1,1,00
Albania Fixed OLO,35536321,0.1150,1,1,00
Albania Fixed OLO,35536320,0.1150,1,1,00
Albania Fixed OLO,35536221,0.1150,1,1,00
Albania Fixed OLO,35536220,0.1150,1,1,00
Albania Fixed OLO,35536170,0.1150,1,1,00
Albania Fixed OLO,35529221,0.1150,1,1,00
Albania Fixed OLO,35536141,0.1150,1,1,00
Albania Fixed OLO,35535705,0.1150,1,1,00
Albania Fixed OLO,35535704,0.1150,1,1,00
Albania Fixed OLO,35535703,0.1150,1,1,00
Albania Fixed OLO,35535702,0.1150,1,1,00
Albania Fixed OLO,35535701,0.1150,1,1,00
Albania Fixed OLO,35535700,0.1150,1,1,00
Albania Fixed OLO,35535460,0.1150,1,1,00
Albania Fixed OLO,35535410,0.1150,1,1,00
Albania Fixed OLO,35534705,0.1150,1,1,00
Albania Fixed OLO,35534704,0.1150,1,1,00
Albania Fixed OLO,35534703,0.1150,1,1,00
Albania Fixed OLO,35534702,0.1150,1,1,00
Albania Fixed OLO,35534701,0.1150,1,1,00
Albania Fixed OLO,35534700,0.1150,1,1,00
Albania Fixed OLO,35536140,0.1150,1,1,00
Albania Fixed OLO,35537160,0.1150,1,1,00
Albania Fixed OLO,35529220,0.1150,1,1,00
Albania Fixed OLO,35528740,0.1150,1,1,00
Albania Fixed OLO,35522602,0.1150,1,1,00
Albania Fixed OLO,35522601,0.1150,1,1,00
Albania Fixed OLO,35522600,0.1150,1,1,00
Albania Fixed OLO,35522400,0.1150,1,1,00
Albania Fixed OLO,35521964,0.1150,1,1,00
Albania Fixed OLO,35521962,0.1150,1,1,00
Albania Fixed OLO,35521960,0.1150,1,1,00
Albania Fixed OLO,35521844,0.1150,1,1,00
Albania Fixed OLO,35521842,0.1150,1,1,00
Albania Fixed OLO,35521840,0.1150,1,1,00
Albania Fixed OLO,35521762,0.1150,1,1,00
Albania Fixed OLO,35521760,0.1150,1,1,00
Albania Fixed OLO,35521662,0.1150,1,1,00
Albania Fixed OLO,35521660,0.1150,1,1,00
Albania Fixed OLO,35521593,0.1150,1,1,00
Albania Fixed OLO,35521570,0.1150,1,1,00
Albania Fixed OLO,35521545,0.1150,1,1,00
Albania Fixed OLO,35521544,0.1150,1,1,00
Albania Fixed OLO,35521543,0.1150,1,1,00
Albania Fixed OLO,35521542,0.1150,1,1,00
Albania Fixed OLO,35521541,0.1150,1,1,00
Albania Fixed OLO,35521540,0.1150,1,1,00
Albania Fixed OLO,35521460,0.1150,1,1,00
Albania Fixed OLO,35521362,0.1150,1,1,00
Albania Fixed OLO,35548731,0.1150,1,1,00
Albania Fixed OLO,35521262,0.1150,1,1,00
Albania Fixed OLO,35521260,0.1150,1,1,00
Albania Fixed OLO,35521153,0.1150,1,1,00
Albania Fixed OLO,35521150,0.1150,1,1,00
Albania Fixed OLO,35522620,0.1150,1,1,00
Albania Fixed OLO,35522700,0.1150,1,1,00
Albania Fixed OLO,35522701,0.1150,1,1,00
Albania Fixed OLO,3552272,0.1150,1,1,00
Albania Fixed OLO,35528472,0.1150,1,1,00
Albania Fixed OLO,35528470,0.1150,1,1,00
Albania Fixed OLO,35528171,0.1150,1,1,00
Albania Fixed OLO,35528170,0.1150,1,1,00
Albania Fixed OLO,35528141,0.1150,1,1,00
Albania Fixed OLO,35528140,0.1150,1,1,00
Albania Fixed OLO,35527160,0.1150,1,1,00
Albania Fixed OLO,35526920,0.1150,1,1,00
Albania Fixed OLO,35526870,0.1150,1,1,00
Albania Fixed OLO,35526860,0.1150,1,1,00
Albania Fixed OLO,35526780,0.1150,1,1,00
Albania Fixed OLO,35526720,0.1150,1,1,00
Albania Fixed OLO,35526680,0.1150,1,1,00
Albania Fixed OLO,35526670,0.1150,1,1,00
Albania Fixed OLO,35528742,0.1150,1,1,00
Albania Fixed OLO,35526622,0.1150,1,1,00
Albania Fixed OLO,35526620,0.1150,1,1,00
Albania Fixed OLO,35526560,0.1150,1,1,00
Albania Fixed OLO,35526460,0.1150,1,1,00
Albania Fixed OLO,35526420,0.1150,1,1,00
Albania Fixed OLO,35526290,0.1150,1,1,00
Albania Fixed OLO,35526221,0.1150,1,1,00
Albania Fixed OLO,35526220,0.1150,1,1,00
Albania Fixed OLO,35526150,0.1150,1,1,00
Albania Fixed OLO,35526142,0.1150,1,1,00
Albania Fixed OLO,35526140,0.1150,1,1,00
Albania Fixed OLO,35524620,0.1150,1,1,00
Albania Fixed OLO,35524600,0.1150,1,1,00
Albania Fixed OLO,35522900,0.1150,1,1,00
Albania Fixed OLO,3552280,0.1150,1,1,00
Albania Fixed OLO,35526621,0.1150,1,1,00
Albania Fixed OLO,35537229,0.1150,1,1,00
Albania Fixed OLO,35521360,0.1150,1,1,00
Albania Fixed OLO,35537270,0.1150,1,1,00
Albania Fixed OLO,35547641,0.1150,1,1,00
Albania Fixed OLO,35547630,0.1150,1,1,00
Albania Fixed OLO,35547590,0.1150,1,1,00
Albania Fixed OLO,35547521,0.1150,1,1,00
Albania Fixed OLO,35547520,0.1150,1,1,00
Albania Fixed OLO,35547495,0.1150,1,1,00
Albania Fixed OLO,35547481,0.1150,1,1,00
Albania Fixed OLO,35547480,0.1150,1,1,00
Albania Fixed OLO,35547460,0.1150,1,1,00
Albania Fixed OLO,35547440,0.1150,1,1,00
Albania Fixed OLO,35547420,0.1150,1,1,00
Albania Fixed OLO,35547270,0.1150,1,1,00
Albania Fixed OLO,35547235,0.1150,1,1,00
Albania Fixed OLO,35547224,0.1150,1,1,00
Albania Fixed OLO,35547223,0.1150,1,1,00
Albania Fixed OLO,35547222,0.1150,1,1,00
Albania Fixed OLO,35547221,0.1150,1,1,00
Albania Fixed OLO,35547220,0.1150,1,1,00
Albania Fixed OLO,35545800,0.1150,1,1,00
Albania Fixed OLO,35545651,0.1150,1,1,00
Albania Fixed OLO,35545650,0.1150,1,1,00
Albania Fixed OLO,3554560,0.1150,1,1,00
Albania Fixed OLO,35545550,0.1150,1,1,00
Albania Fixed OLO,35545400,0.1150,1,1,00
Albania Fixed OLO,35545354,0.1150,1,1,00
Albania Fixed OLO,35545353,0.1150,1,1,00
Albania Fixed OLO,35545352,0.1150,1,1,00
Albania Fixed OLO,35545351,0.1150,1,1,00
Albania Fixed OLO,35545350,0.1150,1,1,00
Albania Fixed OLO,35547642,0.1150,1,1,00
Albania Fixed OLO,35547643,0.1150,1,1,00
Albania Fixed OLO,35547644,0.1150,1,1,00
Albania Fixed OLO,35547670,0.1150,1,1,00
Albania Fixed OLO,35548705,0.1150,1,1,00
Albania Fixed OLO,35548620,0.1150,1,1,00
Albania Fixed OLO,35548605,0.1150,1,1,00
Albania Fixed OLO,35548600,0.1150,1,1,00
Albania Fixed OLO,35548551,0.1150,1,1,00
Albania Fixed OLO,35548550,0.1150,1,1,00
Albania Fixed OLO,35548520,0.1150,1,1,00
Albania Fixed OLO,35548505,0.1150,1,1,00
Albania Fixed OLO,35548500,0.1150,1,1,00
Albania Fixed OLO,35548310,0.1150,1,1,00
Albania Fixed OLO,35548303,0.1150,1,1,00
Albania Fixed OLO,35548302,0.1150,1,1,00
Albania Fixed OLO,35548301,0.1150,1,1,00
Albania Fixed OLO,35548300,0.1150,1,1,00
Albania Fixed OLO,35545303,0.1150,1,1,00
Albania Fixed OLO,35548244,0.1150,1,1,00
Albania Fixed OLO,35548242,0.1150,1,1,00
Albania Fixed OLO,35548241,0.1150,1,1,00
Albania Fixed OLO,35548240,0.1150,1,1,00
Albania Fixed OLO,35548230,0.1150,1,1,00
Albania Fixed OLO,35548210,0.1150,1,1,00
Albania Fixed OLO,35548202,0.1150,1,1,00
Albania Fixed OLO,35548201,0.1150,1,1,00
Albania Fixed OLO,35548200,0.1150,1,1,00
Albania Fixed OLO,35547990,0.1150,1,1,00
Albania Fixed OLO,35547841,0.1150,1,1,00
Albania Fixed OLO,35547840,0.1150,1,1,00
Albania Fixed OLO,35547805,0.1150,1,1,00
Albania Fixed OLO,35547800,0.1150,1,1,00
Albania Fixed OLO,35547680,0.1150,1,1,00
Albania Fixed OLO,35548243,0.1150,1,1,00
Albania Fixed OLO,35545302,0.1150,1,1,00
Albania Fixed OLO,35547640,0.1150,1,1,00
Albania Fixed OLO,35545300,0.1150,1,1,00
Albania Fixed OLO,35539141,0.1150,1,1,00
Albania Fixed OLO,35539140,0.1150,1,1,00
Albania Fixed OLO,35538920,0.1150,1,1,00
Albania Fixed OLO,35538840,0.1150,1,1,00
Albania Fixed OLO,35538821,0.1150,1,1,00
Albania Fixed OLO,35538820,0.1150,1,1,00
Albania Fixed OLO,35538780,0.1150,1,1,00
Albania Fixed OLO,35538580,0.1150,1,1,00
Albania Fixed OLO,35538570,0.1150,1,1,00
Albania Fixed OLO,35538540,0.1150,1,1,00
Albania Fixed OLO,35538520,0.1150,1,1,00
Albania Fixed OLO,35538440,0.1150,1,1,00
Albania Fixed OLO,35538420,0.1150,1,1,00
Albania Fixed OLO,35538330,0.1150,1,1,00
Albania Fixed OLO,35539260,0.1150,1,1,00
Albania Fixed OLO,35538324,0.1150,1,1,00
Albania Fixed OLO,35538320,0.1150,1,1,00
Albania Fixed OLO,35538260,0.1150,1,1,00
Albania Fixed OLO,35538170,0.1150,1,1,00
Albania Fixed OLO,35538141,0.1150,1,1,00
Albania Fixed OLO,35538140,0.1150,1,1,00
Albania Fixed OLO,35537662,0.1150,1,1,00
Albania Fixed OLO,35537629,0.1150,1,1,00
Albania Fixed OLO,35537529,0.1150,1,1,00
Albania Fixed OLO,35537473,0.1150,1,1,00
Albania Fixed OLO,35537420,0.1150,1,1,00
Albania Fixed OLO,35537380,0.1150,1,1,00
Albania Fixed OLO,35537363,0.1150,1,1,00
Albania Fixed OLO,35545301,0.1150,1,1,00
Albania Fixed OLO,35537330,0.1150,1,1,00
Albania Fixed OLO,35538321,0.1150,1,1,00
Albania Fixed OLO,35539340,0.1150,1,1,00
Albania Fixed OLO,35537362,0.1150,1,1,00
Albania Fixed OLO,35539350,0.1150,1,1,00
Albania Fixed OLO,35539342,0.1150,1,1,00
Albania Fixed OLO,3554520,0.1150,1,1,00
Albania Fixed OLO,3554482,0.1150,1,1,00
Albania Fixed OLO,3554481,0.1150,1,1,00
Albania Fixed OLO,3554480,0.1150,1,1,00
Albania Fixed OLO,3554454,0.1150,1,1,00
Albania Fixed OLO,3554453,0.1150,1,1,00
Albania Fixed OLO,3554452,0.1150,1,1,00
Albania Fixed OLO,3554451,0.1150,1,1,00
Albania Fixed OLO,3554450,0.1150,1,1,00
Albania Fixed OLO,3554442,0.1150,1,1,00
Albania Fixed OLO,3554440,0.1150,1,1,00
Albania Fixed OLO,3554432,0.1150,1,1,00
Albania Fixed OLO,3554431,0.1150,1,1,00
Albania Fixed OLO,35537250,0.1150,1,1,00
Albania Fixed OLO,3554441,0.1150,1,1,00
Albania Fixed OLO,3554410,0.1150,1,1,00
Albania Fixed OLO,35539351,0.1150,1,1,00
Albania Fixed OLO,35539420,0.1150,1,1,00
Albania Fixed OLO,3554420,0.1150,1,1,00
Albania Fixed OLO,35539440,0.1150,1,1,00
Albania Fixed OLO,3553953,0.1150,1,1,00
Albania Fixed OLO,35539540,0.1150,1,1,00
Albania Fixed OLO,35539421,0.1150,1,1,00
Albania Fixed OLO,35539551,0.1150,1,1,00
Albania Fixed OLO,3553962,0.1150,1,1,00
Albania Fixed OLO,3553967,0.1150,1,1,00
Albania Fixed OLO,355431,0.1150,1,1,00
Albania Fixed OLO,355432,0.1150,1,1,00
Albania Fixed OLO,35539550,0.1150,1,1,00
Albania Mobile,35567,0.2379,1,1,00
Albania Mobile AMC,35568,0.2205,1,1,00
Albania Mobile Plus,35566,0.2371,1,1,00
Albania Mobile Vodafone,35569,0.1910,1,1,00
Albania Special Services,35545750,1.0000,1,1,00
Albania Special Services,355652556,1.0000,1,1,00
Albania Special Services,35552450,1.0000,1,1,00
Albania Special Services,35547285,1.0000,1,1,00
Albania Special Services,35545751,1.0000,1,1,00
Albania Special Services,355424939,1.0000,1,1,00
Albania Special Services,35552670,1.0000,1,1,00
Albania Special Services,35535504,1.0000,1,1,00
Albania Special Services,35534609,1.0000,1,1,00
Albania Special Services,35534608,1.0000,1,1,00
Albania Special Services,35534607,1.0000,1,1,00
Albania Special Services,35534606,1.0000,1,1,00
Albania Special Services,35535505,1.0000,1,1,00
Albania Tirana,3554248,0.1156,1,1,00
Albania Tirana,3554247,0.1156,1,1,00
Albania Tirana,3554246,0.1156,1,1,00
Albania Tirana,3554244,0.1156,1,1,00
Albania Tirana,3554243,0.1156,1,1,00
Albania Tirana,3554245,0.1156,1,1,00
Albania Tirana,3554241,0.1156,1,1,00
Albania Tirana,3554240,0.1156,1,1,00
Albania Tirana,355423,0.1156,1,1,00
Albania Tirana,355422,0.1156,1,1,00
Albania Tirana,3554242,0.1156,1,1,00
Algeria,213,0.0470,1,1,00
Algeria CAT,2131,0.0470,1,1,00
Algeria Mobile,213676,0.3260,1,1,00
Algeria Mobile,21396191,0.3260,1,1,00
Algeria Mobile,21396190,0.3260,1,1,00
Algeria Mobile,213699,0.3260,1,1,00
Algeria Mobile,213698,0.3260,1,1,00
Algeria Mobile,213697,0.3260,1,1,00
Algeria Mobile,213696,0.3260,1,1,00
Algeria Mobile,21396192,0.3260,1,1,00
Algeria Mobile,213675,0.3260,1,1,00
Algeria Mobile,213671,0.3260,1,1,00
Algeria Mobile,213673,0.3260,1,1,00
Algeria Mobile,213672,0.3260,1,1,00
Algeria Mobile,213670,0.3260,1,1,00
Algeria Mobile,21366,0.3260,1,1,00
Algeria Mobile,213659,0.3260,1,1,00
Algeria Mobile,213658,0.3260,1,1,00
Algeria Mobile,213657,0.3260,1,1,00
Algeria Mobile,213656,0.3260,1,1,00
Algeria Mobile,213674,0.3260,1,1,00
Algeria Mobile Ooredoo,2135,0.3260,1,1,00
Algeria Mobile Optimum,21379,0.2225,1,1,00
Algeria Mobile Optimum,213783,0.2225,1,1,00
Algeria Mobile Optimum,213782,0.2225,1,1,00
Algeria Mobile Optimum,21377,0.2225,1,1,00
Algeria Mobile Optimum,213780,0.2225,1,1,00
Algeria Mobile Optimum,213781,0.2225,1,1,00
American Samoa,1684,0.0105,1,1,00
Andorra,376,0.0101,1,1,00
Andorra Mobile,3765,0.0916,1,1,00
Andorra Mobile,3763,0.0916,1,1,00
Andorra Mobile,3764,0.0916,1,1,00
Andorra Mobile,3766,0.0916,1,1,00
Angola,244,0.0306,1,1,00
Angola Mobile,24491,0.0528,1,1,00
Angola Mobile,24499,0.0528,1,1,00
Angola Mobile Unitel,244949173,0.0610,1,1,00
Angola Mobile Unitel,244949175,0.0610,1,1,00
Angola Mobile Unitel,244949176,0.0610,1,1,00
Angola Mobile Unitel,244949177,0.0610,1,1,00
Angola Mobile Unitel,244949178,0.0610,1,1,00
Angola Mobile Unitel,244949179,0.0610,1,1,00
Angola Mobile Unitel,24494918,0.0610,1,1,00
Angola Mobile Unitel,24494919,0.0610,1,1,00
Angola Mobile Unitel,2449492,0.0610,1,1,00
Angola Mobile Unitel,2449493,0.0610,1,1,00
Angola Mobile Unitel,2449494,0.0610,1,1,00
Angola Mobile Unitel,2449495,0.0610,1,1,00
Angola Mobile Unitel,2449496,0.0610,1,1,00
Angola Mobile Unitel,2449497,0.0610,1,1,00
Angola Mobile Unitel,2449498,0.0610,1,1,00
Angola Mobile Unitel,2449499,0.0610,1,1,00
Angola Mobile Unitel,244949171,0.0610,1,1,00
Angola Mobile Unitel,244949170,0.0610,1,1,00
Angola Mobile Unitel,244949174,0.0610,1,1,00
Angola Mobile Unitel,24494915,0.0610,1,1,00
Angola Mobile Unitel,24492,0.0610,1,1,00
Angola Mobile Unitel,24493,0.0610,1,1,00
Angola Mobile Unitel,244940,0.0610,1,1,00
Angola Mobile Unitel,244941,0.0610,1,1,00
Angola Mobile Unitel,24494916,0.0610,1,1,00
Angola Mobile Unitel,244943,0.0610,1,1,00
